,label,x,y
87,bed,"[ -39 -160 -332 ...,  187  169  162]",0
88,bed,"[-135 -269 -372 ...,  296  290  250]",0
89,bed,"[ 16  33  52 ...,   3   5 -21]",0
90,bed,"[ 80 119  26 ...,  37  15  41]",0
91,bed,"[0 0 0 ..., 0 0 0]",0
92,bed,"[-85  27 119 ..., 159 148 168]",0
93,bed,"[18 37 53 ..., 28 41 49]",0
94,bed,"[ 5  7  6 ..., -7 -8 -8]",0
95,bed,"[-1 -4 -8 ..., 10  6  2]",0
96,bed,"[-179 -261 -346 ..., -295 -274 -278]",0
97,bed,"[0 1 1 ..., 1 2 1]",0
98,bed,"[0 2 1 ..., 2 1 1]",0
99,bed,"[195 270 182 ..., 192 208 145]",0
100,bed,"[ 7 10 14 ..., 18 12 15]",0
101,bed,"[-15 -17 -18 ...,  21  21  23]",0
102,bed,"[2 5 9 ..., 2 3 7]",0
103,bed,"[ 2  5  6 ..., -1 -1 -4]",0
104,bed,"[-260  479 -440 ...,  555  737  685]",0
105,bed,"[-106 -174 -197 ...,  160  167  151]",0
106,bed,"[ -5  27  56 ..., -95 -75 -70]",0
107,bed,"[ 1  1  2 ..., -2  0 -2]",0
108,bed,"[ 0 -1 -1 ...,  0  0 -3]",0
109,bed,"[  4   9  19 ...,  17  11 -11]",0
110,bed,"[-20 -30 -29 ...,   9   1 -13]",0
111,bed,"[-10 -16 -22 ..., -12 -14 -20]",0
112,bed,"[ 0  0 -1 ..., -1 -1  0]",0
113,bed,"[17 17 17 ..., 18 17 19]",0
114,bed,"[  -8  -73 -123 ...,  -49  -64  -51]",0
115,bed,"[225 384 327 ..., 170 198 181]",0
116,bed,"[ 0  2  1 ..., -1 -2 -2]",0
117,bed,"[ -5 -38 -20 ...,   5   9  48]",0
118,bed,"[17 48 40 ..., 43 54 62]",0
119,bed,"[ -6 -35 -44 ...,   5 -13 -32]",0
120,bed,"[ 151  192  151 ..., -199 -175 -199]",0
121,bed,"[-1 -5 -7 ...,  6  8  5]",0
122,bed,"[ -9 -15 -24 ..., -39 -29 -23]",0
123,bed,"[21 27 34 ..., 43 40 32]",0
124,bed,"[  0  -9 -10 ...,  33  13  12]",0
125,bed,"[-10 -19 -11 ...,  -4 -13  -2]",0
126,bed,"[ 2  8 11 ..., 66 48  7]",0
127,bed,"[  7  34  45 ...,  -7 -54 -48]",0
128,bed,"[ 16 -19 -51 ...,   6 -42 -67]",0
129,bed,"[ 36  85 113 ...,  86 106 100]",0
130,bed,"[ 100   97  125 ..., 1974 2092 2232]",0
131,bed,"[ -64  111  -44 ...,    4  -77 -130]",0
132,bed,"[21 19 18 ..., 35 31 26]",0
133,bed,"[ -6131 -10997 -13056 ...,  -6653  -8487  -9635]",0
134,bed,"[ 1745  2971  3435 ..., -1972 -2046 -2134]",0
135,bed,"[  3  11   7 ..., -11 -13 -14]",0
136,bed,"[-25 -41 -28 ..., -72 -59 -42]",0
137,bed,"[ 6 13  7 ...,  5  6 10]",0
138,bed,"[  0  17  53 ..., 161 190 159]",0
139,bed,"[-33 -37 -45 ...,  43  43  46]",0
140,bed,"[ 96 136 154 ..., 124 112 104]",0
141,bed,"[11  8  8 ..., 11 11 17]",0
142,bed,"[  1  -9 -14 ...,  -9  -5  -1]",0
143,bed,"[-12 -11 -15 ...,  26  23  20]",0
144,bed,"[ -5  -6 -10 ...,  13  12  11]",0
145,bed,"[  1  11  18 ..., -21 -20 -14]",0
146,bed,"[  2   7   8 ..., -10 -12  -9]",0
147,bed,"[ 7 15 16 ..., 13 34 35]",0
148,bed,"[-6 -6 -1 ...,  6 10 11]",0
149,bed,"[-15  -4  32 ..., -24  54  69]",0
150,bed,"[14 30 33 ...,  6  3 29]",0
151,bed,"[35 45 32 ..., 60 75 78]",0
152,bed,"[ -5  -8  -9 ..., -14 -21 -22]",0
153,bed,"[ 28  46  98 ...,  34 -12 -62]",0
154,bed,"[ 779  904  979 ..., -720 -781 -828]",0
155,bed,"[13 38 58 ..., 30 45 54]",0
156,bed,"[-39 -51 -63 ..., -91 -47 -43]",0
157,bed,"[21 36 50 ..., 62 45 41]",0
158,bed,"[ -6 -19 -27 ...,  13   2  28]",0
159,bed,"[ 0  0  0 ..., -2  0 -1]",0
160,bed,"[ 1  2  2 ..., -4 -4 -3]",0
161,bed,"[  78  149  282 ..., -137  -53  -48]",0
162,bed,"[ -70  -59  -80 ..., -152 -198 -201]",0
163,bed,"[  0   0   0 ..., -24 -13   9]",0
164,bed,"[ -3  -7  17 ..., -53 -38 -37]",0
165,bed,"[-761 -800 -887 ..., -715 -884 -821]",0
166,bed,"[ 11  18  22 ..., -17 -16 -16]",0
167,bed,"[25 23 24 ..., 24 39 38]",0
168,bed,"[-18 -14 -20 ..., -50 -45 -28]",0
169,bed,"[  1  -3  -4 ..., -17 -15  -7]",0
170,bed,"[   7    7   -2 ...,   71  -91 -384]",0
171,bed,"[ -4 -19 -27 ...,   5   7   9]",0
172,bed,"[ 3  5  7 ..., 13  9 10]",0
173,bed,"[-25 -31 -21 ...,  -4  24  35]",0
174,bed,"[ 1  4  1 ..., 68 56 11]",0
175,bed,"[ 20  22  28 ..., -26 -25 -31]",0
176,bed,"[ -3  -9 -16 ...,  -1 -11   5]",0
177,bed,"[ 34  51  60 ..., -75 -84 -67]",0
178,bed,"[ -6 -10 -17 ..., -16 -14 -18]",0
179,bed,"[  6   2   4 ..., -12 -11 -14]",0
180,bed,"[301 263  91 ..., 103  86  -4]",0
181,bed,"[ 9 23 21 ..., 12 15 18]",0
182,bed,"[ -4 -13 -19 ...,   5   2  -1]",0
183,bed,"[ 73  77  84 ...,  82  98 100]",0
184,bed,"[132 137 143 ..., 141 149 141]",0
185,bed,"[-46 -30   4 ..., 122 103  93]",0
186,bed,"[  1  -6 -23 ..., -39 -28 -30]",0
187,bed,"[1279 1288 1282 ..., 1279 1278 1275]",0
188,bed,"[1286 1278 1291 ..., 1298 1277 1305]",0
189,bed,"[ 504  977 1119 ...,  417  813  990]",0
190,bed,"[  42  137 -156 ...,  -88  -94  -85]",0
191,bed,"[254 456 440 ..., 132  81  26]",0
192,bed,"[ 11  19  14 ..., -11 -10 -16]",0
193,bed,"[-16 -25 -28 ..., -32 -33 -29]",0
194,bed,"[14 15 14 ..., 21 20 22]",0
195,bed,"[ 88 117 149 ...,  83 121  81]",0
196,bed,"[ -95 -151 -151 ..., -141 -199 -130]",0
197,bed,"[ 232  240  241 ..., -324 -303 -275]",0
198,bed,"[ 0  3 -3 ...,  3  2  1]",0
199,bed,"[  3  21  24 ..., -34 -21 -30]",0
200,bed,"[35 60 79 ..., 47 66 79]",0
201,bed,"[112 190 197 ..., 187 307 213]",0
202,bed,"[ -2  -9 -15 ..., -21  -1  -4]",0
203,bed,"[  8 -24 -14 ...,  27   7  28]",0
204,bed,"[-19 -73 -55 ..., -80 -54 -58]",0
205,bed,"[0 0 0 ..., 2 2 5]",0
206,bed,"[-10 256 863 ...,   7   4 -28]",0
207,bed,"[ -7 -25 -35 ..., -33 -25 -18]",0
208,bed,"[  85 -174 -148 ..., -270 -263 -187]",0
209,bed,"[ 56  78  91 ..., 103  71 116]",0
210,bed,"[ 84 145 225 ..., 164  97 236]",0
211,bed,"[-23 -29 -33 ..., -38 -33 -31]",0
212,bed,"[ 88  81  84 ...,  91  95 110]",0
213,bed,"[-70 -59 -74 ..., 127 153 121]",0
214,bed,"[ 10  48  21 ...,  84  41 -36]",0
215,bed,"[ -706 -2873  -628 ...,   659   828  1165]",0
216,bed,"[   6    3   12 ...,  -19 -377 -242]",0
217,bed,"[131 209 220 ..., 225 218 260]",0
218,bed,"[ -724 -1330 -1341 ...,   284   366   670]",0
219,bed,"[  47   50   90 ...,  -67 -115 -110]",0
220,bed,"[37 51 31 ..., 56 52 37]",0
221,bed,"[-10 -12  -4 ...,   3 -16 -22]",0
222,bed,"[ 92  71  60 ..., 541 534 530]",0
223,bed,"[0 0 0 ..., 3 2 2]",0
224,bed,"[-55 -67 -49 ...,  87  76  69]",0
225,bed,"[0 0 0 ..., 0 0 0]",0
226,bed,"[ 0  0 -1 ...,  0  1  0]",0
227,bed,"[ 0 -1 -2 ..., -1 -1 -2]",0
228,bed,"[  8  51  43 ..., 102 142 164]",0
229,bed,"[ -25  -19   71 ..., -521 -481 -478]",0
230,bed,"[-3 -7 -8 ...,  5  8  7]",0
231,bed,"[4 5 4 ..., 8 6 6]",0
232,bed,"[-26 -40 -37 ...,  -5  -4  -4]",0
233,bed,"[125 124 186 ..., 209 238 381]",0
234,bed,"[  5   2 -11 ..., -50 -62 -46]",0
235,bed,"[  39  215  120 ..., -210 -177 -166]",0
236,bed,"[-27 -65 -50 ..., -34 -49 -72]",0
237,bed,"[-21 -21 -20 ..., -21 -22 -23]",0
238,bed,"[125 228 188 ...,  19  32  43]",0
239,bed,"[4 5 4 ..., 4 6 7]",0
240,bed,"[  69   76   73 ..., -174 -203 -269]",0
241,bed,"[  1  -5 -18 ...,   8  14   3]",0
242,bed,"[-4 -5 -9 ...,  4 11  9]",0
243,bed,"[ -1 -17 -20 ..., -11  -5   4]",0
244,bed,"[  2   1  -1 ...,  -1   1 -26]",0
245,bed,"[-105 -260 -349 ...,  170  115  146]",0
246,bed,"[3 6 7 ..., 6 7 6]",0
247,bed,"[123 143 -95 ..., 101 149  86]",0
248,bed,"[-301  628 1304 ...,  908  932 1014]",0
249,bed,"[ -83 -118 -125 ...,  153  131  108]",0
250,bed,"[261 264 258 ..., 274 267 266]",0
251,bed,"[ -92  -93  -94 ..., -140 -120 -113]",0
252,bed,"[231 247 248 ..., 292 279 269]",0
253,bed,"[  59   64   69 ..., 1131 1055 1170]",0
254,bed,"[ 20   5 -23 ..., -46   5  82]",0
255,bed,"[ 18   2 -10 ...,  -4   3  24]",0
256,bed,"[21 23 34 ..., 55 56 48]",0
257,bed,"[  0  -5 -11 ...,   5   5  -8]",0
258,bed,"[32 76 59 ..., 35 35 38]",0
259,bed,"[ 17  36  23 ..., -13 -13   0]",0
260,bed,"[202 271 256 ..., 450 410 334]",0
261,bed,"[32 40 49 ..., 65 75 92]",0
262,bed,"[10 11 12 ..., 13 13 12]",0
263,bed,"[ 2 -8 -6 ..., -5 -8 -8]",0
264,bed,"[23 66 39 ..., 76 18 47]",0
265,bed,"[  26   81   61 ...,  190 -137  107]",0
266,bed,"[1188 1688 1251 ..., 2352 2210 2363]",0
267,bed,"[ 175  182  187 ..., -226 -233 -231]",0
268,bed,"[ 231  252  263 ..., -328 -320 -284]",0
269,bed,"[14 29 30 ..., 11 25  9]",0
270,bed,"[11 18 12 ..., -2 -1  0]",0
271,bed,"[ -86  -93 -111 ...,  155  146  134]",0
272,bed,"[ 10  11  12 ..., -21 -17 -10]",0
273,bed,"[ 6 -8 -3 ..., 14 15 16]",0
274,bed,"[ -15  -66 -136 ...,  -66  -62  -39]",0
275,bed,"[ 9  9  9 ..., 26 24 23]",0
276,bed,"[ 2  9 -2 ..., -8 -3  4]",0
277,bed,"[147 442 107 ..., 467 744 856]",0
278,bed,"[-58 134 357 ...,  41 611 405]",0
279,bed,"[ 118  182  234 ..., -234 -235 -200]",0
280,bed,"[  56  187  371 ..., -356 -193 -176]",0
281,bed,"[865 960 865 ..., 737 789 935]",0
282,bed,"[-256 -510 -488 ..., -359 -319 -304]",0
283,bed,"[-50 -49 -77 ..., -19  75  19]",0
284,bed,"[  0 139  73 ..., 113 113 121]",0
285,bed,"[-167 -188 -195 ...,  215  201  188]",0
286,bed,"[ -62 -111  -50 ...,  254  291  257]",0
287,bed,"[ -63  -89 -133 ...,   89   86   83]",0
288,bed,"[14 17 21 ..., 14 14 15]",0
289,bed,"[-1 -3 -2 ..., -1  0 -3]",0
290,bed,"[ -4 -21 -21 ...,  40  73  30]",0
291,bed,"[-145 -124 -124 ..., -275 -290 -357]",0
292,bed,"[208 374 347 ..., 204 323 328]",0
293,bed,"[  0   0   0 ..., 301 529 573]",0
294,bed,"[ 11  32  36 ...,   7 -17   7]",0
295,bed,"[-246 -422 -384 ...,  -10   10  -16]",0
296,bed,"[-18 -71 -82 ...,  99  69  45]",0
297,bed,"[-181 -180 -202 ...,  120 -111 -270]",0
298,bed,"[ -4 -24 -27 ...,  10  22  14]",0
299,bed,"[ -6  -6 -11 ...,  10   8   8]",0
300,bed,"[  1   5   6 ..., -17 -15 -16]",0
301,bed,"[ 0 11 17 ..., -4 -5 -4]",0
302,bed,"[ 0  0  0 ...,  1 -2  0]",0
303,bed,"[  1  -8 -12 ...,   5   5   4]",0
304,bed,"[ 1 -2 -5 ...,  6  4  5]",0
305,bed,"[-35 -48 -11 ...,  62  59  42]",0
306,bed,"[-27 -46 -38 ...,  -6 -11  -9]",0
307,bed,"[ 0  0  0 ..., -1 -1 -1]",0
308,bed,"[ -4 -19 -27 ...,  40  35  32]",0
309,bed,"[  26  -43  -45 ...,   71  696 1031]",0
310,bed,"[  50  106  120 ..., -129  -77  -12]",0
311,bed,"[ 19  11 -52 ...,  95  62  46]",0
312,bed,"[39 78 72 ..., 84 48 46]",0
313,bed,"[ 0  0  0 ..., -1 -1  0]",0
314,bed,"[0 0 0 ..., 0 0 0]",0
315,bed,"[0 0 0 ..., 0 0 0]",0
316,bed,"[  79  105  126 ..., -135 -155 -150]",0
317,bed,"[-42 -52 -50 ..., -66 -83 -81]",0
318,bed,"[ 88 153 220 ..., 205 254 333]",0
319,bed,"[  3 -19 -15 ...,  -7  -8 -20]",0
320,bed,"[-4 -7 -8 ..., -7 -2 -2]",0
321,bed,"[ 0  0  0 ..., -1 -3 -6]",0
322,bed,"[ 9 19  9 ..., 17 12 18]",0
323,bed,"[0 1 2 ..., 1 3 5]",0
324,bed,"[-6249 -6535 -6810 ...,  7239  7010  6759]",0
325,bed,"[4329 4414 4469 ..., 4294 4431 4463]",0
326,bed,"[ 120  131  139 ..., -121 -150 -151]",0
327,bed,"[-28 -34 -38 ...,   6  26  10]",0
328,bed,"[-3 -2  7 ..., 20 20 14]",0
329,bed,"[-58 -67 -67 ..., -54 -54 -66]",0
330,bed,"[-5 -8 -7 ..., 19 14 11]",0
331,bed,"[19 24 22 ..., 21 24 24]",0
332,bed,"[  3 -16 -14 ..., -12 -12  11]",0
333,bed,"[-19 -17  -9 ..., 179 177 126]",0
334,bed,"[-1  1 -1 ...,  1  1  2]",0
335,bed,"[-24 -65 -45 ...,  54  62  71]",0
336,bed,"[-57 -60 -55 ..., -84  58  35]",0
337,bed,"[ 0  2  4 ..., -1  0 -1]",0
338,bed,"[ 10  18  22 ..., -15  -8  14]",0
339,bed,"[-110 -128 -254 ..., 2748 3020 2556]",0
340,bed,"[ 59  20  23 ..., -54 -42 -76]",0
341,bed,"[  133  -465 -1252 ...,  1423  1415   670]",0
342,bed,"[   4   90    0 ..., -106  -65   93]",0
343,bed,"[-1013 -1061 -1054 ..., -1059 -1048 -1054]",0
344,bed,"[  0 -18 -22 ...,  54  21   7]",0
345,bed,"[1 3 3 ..., 7 6 6]",0
346,bed,"[51 73 96 ..., 69 69 64]",0
347,bed,"[2 3 2 ..., 5 5 5]",0
348,bed,"[ 1  5  4 ..., -5 -4 -4]",0
349,bed,"[ 0  0  0 ..., -5 -4 -5]",0
350,bed,"[-253 -427 -336 ...,  -36  -13    4]",0
351,bed,"[0 3 1 ..., 3 3 3]",0
352,bed,"[ 36  39  41 ..., -41 -50 -50]",0
353,bed,"[ 17 -27 -55 ..., -23 -32 -24]",0
354,bed,"[ 10   7   9 ..., -12 -17 -22]",0
355,bed,"[   7 -121  -68 ...,   77   88  100]",0
356,bed,"[ -6 -10 -17 ..., -10 -12 -13]",0
357,bed,"[ 1 -1 -4 ..., 11 15 18]",0
358,bed,"[ 0  4 -2 ..., -4 -6 -5]",0
359,bed,"[ 4  5  7 ..., -8 -6 -6]",0
360,bed,"[1 1 1 ..., 1 2 1]",0
361,bed,"[-1 -2 -3 ...,  3  2  0]",0
362,bed,"[ 0  0  0 ..., -1 -1 -1]",0
363,bed,"[244 307 395 ..., 413 365 349]",0
364,bed,"[  82  138   83 ..., -241 -182 -162]",0
365,bed,"[ 2  2  2 ..., -4 -4 -4]",0
366,bed,"[  3   0   3 ...,   0  -2 -10]",0
367,bed,"[  4  21  18 ..., -19 -18 -11]",0
368,bed,"[-45 -43 -53 ...,  16  47  75]",0
369,bed,"[ 0  0  0 ..., -1 -1 -2]",0
370,bed,"[0 0 0 ..., 0 1 1]",0
371,bed,"[-66 -89 -79 ..., 145 176 184]",0
372,bed,"[ 0 -2 -2 ..., -4 -3 -2]",0
373,bed,"[-4 -7  0 ...,  9 14 13]",0
374,bed,"[ 0 -3 -4 ...,  1 -2 -5]",0
375,bed,"[ 0  0  1 ..., -6 -6 -4]",0
376,bed,"[ 56  59  65 ..., -59 -73 -93]",0
377,bed,"[-19 -28  21 ..., -29 -51 -64]",0
378,bed,"[-22 -42 -59 ..., -11  39  95]",0
379,bed,"[-142 -173 -229 ..., -172 -199 -250]",0
380,bed,"[ 3  9 18 ...,  5  7 11]",0
381,bed,"[0 0 0 ..., 2 0 0]",0
382,bed,"[ 90 117 111 ..., 158 123  98]",0
383,bed,"[ 0  0  0 ..., -7 -7 -8]",0
384,bed,"[ 8 14 14 ..., -7 -5 -3]",0
385,bed,"[  7  12   6 ..., -28 -31 -17]",0
386,bed,"[-45 -50 -62 ..., 242 240 206]",0
387,bed,"[ 68  90 113 ..., -67  97 149]",0
388,bed,"[ -2  -7 -10 ...,  17  15  17]",0
389,bed,"[  39   61   61 ..., -118 -127 -132]",0
390,bed,"[  18   54   80 ..., -106 -156 -110]",0
391,bed,"[ -85 -110 -113 ..., -149 -151 -142]",0
392,bed,"[ 70 116 106 ..., 200 188 130]",0
393,bed,"[  254    78   -91 ..., -1106  -936 -1301]",0
394,bed,"[-43 -59 -82 ..., -32 -55 -64]",0
395,bed,"[-1 -1  0 ...,  5  2 -1]",0
396,bed,"[ 0  0  0 ..., 35 38 41]",0
397,bed,"[ -2  -4  -6 ..., -10 -15  -6]",0
398,bed,"[-115 -224  -62 ..., -134  -28  -34]",0
399,bed,"[-10  11  36 ...,  87  67  80]",0
400,bed,"[ 0  1 -2 ..., -4 13 25]",0
401,bed,"[-18 -20 -20 ...,  42  44  47]",0
402,bed,"[-2 -2 -2 ...,  2  4  4]",0
403,bed,"[ -53 -248 -163 ...,  -43 -155 -305]",0
404,bed,"[ -7 -24 -33 ...,  24  36  30]",0
405,bed,"[  2   7  16 ..., -32 -27 -20]",0
406,bed,"[139 256 206 ..., 142 132  77]",0
407,bed,"[158 159 158 ..., 166 168 172]",0
408,bed,"[-19 -24 -24 ..., -12 -34 -52]",0
409,bed,"[-2 -5 -5 ...,  6  5  9]",0
410,bed,"[-4 -7 -2 ..., -4 -8 -2]",0
411,bed,"[ 114  120  426 ..., -354 -341 -357]",0
412,bed,"[369 462 468 ..., 447 364 563]",0
413,bed,"[-107 -152 -104 ...,  -33  -32  -19]",0
414,bed,"[ 15  44  72 ..., -69  11  47]",0
415,bed,"[ -25  -44  -28 ..., -193 -299 -275]",0
416,bed,"[-32 -25 -43 ...,   7   3   0]",0
417,bed,"[-18 -55 -42 ..., -38   2  41]",0
418,bed,"[ 15  15  38 ...,  96 116 106]",0
419,bed,"[ 12  24  42 ..., -65 -55 -55]",0
420,bed,"[-32 -49 -60 ..., 138 144 118]",0
421,bed,"[  1   1   1 ..., 175 178 178]",0
422,bed,"[ 16  22  26 ..., -23 -21 -24]",0
423,bed,"[ -596  -669  -762 ..., -1182 -1109  -930]",0
424,bed,"[-405 -483 -599 ...,  698  726  770]",0
425,bed,"[ -751  -938 -1063 ...,  1174  1032   906]",0
426,bed,"[ -1  -2 -16 ..., -54 -34 -12]",0
427,bed,"[ 26 311 429 ..., 381 248 135]",0
428,bed,"[-103 -196 -324 ..., -400 -110  -84]",0
429,bed,"[ 21  76  72 ...,  92  15 -46]",0
430,bed,"[36 40 28 ..., 89 86 71]",0
431,bed,"[5 4 2 ..., 1 0 4]",0
432,bed,"[13 23 17 ..., -5 -5 -8]",0
433,bed,"[ 1  8  8 ..., -7 -5 -4]",0
434,bed,"[-130 -200 -251 ...,  162  180  216]",0
435,bed,"[-167 -192 -200 ..., -293 -300 -300]",0
436,bed,"[-18 -25 -17 ...,  30  32  33]",0
437,bed,"[ 31  68  73 ..., -52 -75 -91]",0
438,bed,"[ -6 -15 -13 ..., -20 -27 -24]",0
439,bed,"[ 10  19  36 ..., -18 -19 -13]",0
440,bed,"[ -7 -18 -18 ...,  11   2 -11]",0
441,bed,"[-394 -407 -408 ..., -391 -389 -399]",0
442,bed,"[ -194  -198  -202 ..., -3532 -3419 -3777]",0
443,bed,"[ 0  0  0 ..., -8 -8 -3]",0
444,bed,"[33 25 27 ..., 33 49 44]",0
445,bed,"[ 15 105  64 ..., -37 -66 -54]",0
446,bed,"[ -45  -86  -92 ...,  -92 -129 -146]",0
447,bed,"[-20 -44 -28 ..., -19  18  33]",0
448,bed,"[ 0 -2 -2 ..., -1 -2 -1]",0
449,bed,"[ 25  97 144 ...,  94  93  71]",0
450,bed,"[ 357  556  735 ..., -534 -516 -554]",0
451,bed,"[ 505  813  634 ..., -284 -329 -258]",0
452,bed,"[-12 -28 -43 ..., -17 -32 -33]",0
453,bed,"[-79 -65 -62 ...,  17 166 242]",0
454,bed,"[103 137 145 ..., 214 248 317]",0
455,bed,"[-244 -271 -322 ...,  218  262  283]",0
456,bed,"[-106 -122 -116 ..., -169 -164 -173]",0
457,bed,"[  1  10   8 ..., -13 -10  -5]",0
458,bed,"[-2  1  2 ..., -5 -6 -6]",0
459,bed,"[ 17  33  29 ..., -35 -35 -30]",0
460,bed,"[-17 -23 -21 ..., -25 -20 -25]",0
461,bed,"[ 15  32  29 ..., -35 -35 -24]",0
462,bed,"[-131 -164 -189 ..., -258 -215 -208]",0
463,bed,"[-209 -299 -273 ..., -613 -587 -604]",0
464,bed,"[-284 -266 -291 ...,  472  420  323]",0
465,bed,"[-221 -251 -284 ...,  239  252  238]",0
466,bed,"[223 265 322 ..., 191 205 249]",0
467,bed,"[-207 -224 -241 ..., -254 -244 -227]",0
468,bed,"[0 0 0 ..., 2 0 1]",0
469,bed,"[0 0 0 ..., 0 0 0]",0
470,bed,"[ 0  0  0 ...,  0  0 -1]",0
471,bed,"[-20 -77 -77 ...,  78   7  83]",0
472,bed,"[ 6 11 16 ..., 36 34 26]",0
473,bed,"[-26 -30 -16 ..., -25 -33 -21]",0
474,bed,"[-1009 -1015 -1041 ..., -1065 -1044 -1035]",0
475,bed,"[27 29 31 ..., 43 51 50]",0
476,bed,"[ -91 -122 -128 ...,  155  154  170]",0
477,bed,"[ 1678  1654  1604 ...,  3603   869 -2444]",0
